
 ___________
\___________/
     ___________      ______
    \___________/     | ___ \
 ___________          | |_/ /__ _ __ ___  ___  ___
\___________/         |  __/ _ \ '__/ __|/ _ \/ __|
 ___                  | | |  __/ |  \__ \  __/\__ \
\___/                 \_|  \___|_|  |___/\___||___/  0.53.1
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Chip_Chip_js-node_modules_mui_material_Divider_Divider_js-n-14f190.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Button_Button_js-node_modules_mdi-material-ui_util_createIcon_js.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Checkbox_Checkbox_js.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Table_Table_js-node_modules_mui_material_TableBody_TableBod-66fdd9.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_InputAdornment_InputAdornment_js-node_modules_mui_material_-f08aa7.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/src_components_ColumnsEditor_tsx-src_components_StatusBadge_tsx-src_model_index_ts.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/ClickHouse/__mf/js/async/1825.3b06cbc6.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_SilenceTable.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/ClickHouse/__mf/js/async/9754.9efd83f1.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/ClickHouse/__mf/js/async/6045.424732f1.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/ClickHouse/__mf/js/async/__federation_expose_ClickHouseTimeSeriesQuery.ca467582.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=200 uri="/proxy/globaldatasources/prometheuslocal/api/v1/label/job/values?start=1778269455&end=1778273055"
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_cache_dist_emotion-cache_browser_development_esm_js.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_serialize_dist_emotion-serialize_development_esm_js.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Stack_Stack_js-node_modules_mui_utils_esm_generateUtilityCl-61a4e3.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_AlertManagerAlertsExplorer.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/ClickHouse/__mf/js/async/__federation_expose_ClickHouseLogQuery.54a525e9.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_TextField_TextField_js.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_cache_dist_emotion-cache_browser_development_esm_js.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_serialize_dist_emotion-serialize_development_esm_js.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Paper_Paper_js-node_modules_mui_material_utils_createSimple-dd7695.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_ButtonBase_ButtonBase_js.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_IconButton_IconButton_js-node_modules_mui_material_MenuItem-bee8bd.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Stack_Stack_js-node_modules_mui_utils_esm_generateUtilityCl-61a4e3.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Button_Button_js-node_modules_mdi-material-ui_util_createIcon_js.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Dialog_Dialog_js-node_modules_mui_material_DialogActions_Di-b991ec.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/node_modules_mdi-material-ui_BellOff_js-src_components_SilenceForm_tsx.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_AlertManagerSilencesExplorer.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/mf-manifest.json
time="2026-05-08T22:44:16+02:00" level=info method=GET status=200 uri=/proxy/globaldatasources/alertmanagerlocal/api/v2/alerts
time="2026-05-08T22:44:16+02:00" level=info method=GET status=200 uri=/proxy/globaldatasources/alertmanagerlocal/api/v2/silences
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/__mf/js/async/__federation_expose_PyroscopeDatasource.76576e15.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/__mf/js/Pyroscope.fe7f8cab.js
time="2026-05-08T22:44:16+02:00" level=info method=POST status=200 uri=/api/v1/view
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_AlertManagerSilencesQuery.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_cache_dist_emotion-cache_browser_development_esm_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_TextField_TextField_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_immer_dist_immer_mjs.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Paper_Paper_js-node_modules_mui_material_utils_createSimple-dd7695.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_serialize_dist_emotion-serialize_development_esm_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_ButtonBase_ButtonBase_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_FormControlLabel_FormControlLabel_js-node_modules_mui_mater-4160e4.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Stack_Stack_js-node_modules_mui_utils_esm_generateUtilityCl-61a4e3.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Checkbox_Checkbox_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/__mf/js/async/6436.716bd9af.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_IconButton_IconButton_js-node_modules_mui_material_MenuItem-bee8bd.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/__mf/js/async/2575.ef0a81fb.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/__mf/js/async/7197.de83428e.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/__mf/js/async/9040.7c3b0fb9.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/__mf/js/async/__federation_expose_PyroscopeProfileQuery.d1556f4a.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Button_Button_js-node_modules_mdi-material-ui_util_createIcon_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Chip_Chip_js-node_modules_mui_material_Divider_Divider_js-n-14f190.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Autocomplete_Autocomplete_js-node_modules_mdi-material-ui_C-6ea878.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Table_Table_js-node_modules_mui_material_TableBody_TableBod-66fdd9.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Dialog_Dialog_js-node_modules_mui_material_DialogActions_Di-b991ec.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/src_components_ColumnsEditor_tsx-src_components_StatusBadge_tsx-src_model_index_ts.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/node_modules_mdi-material-ui_BellOff_js-src_components_SilenceForm_tsx.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_InputAdornment_InputAdornment_js-node_modules_mui_material_-f08aa7.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Pyroscope/__mf/js/async/__federation_expose_PyroscopeExplorer.95d8932f.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/VictoriaLogs/mf-manifest.json
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_AlertTable.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_TextField_TextField_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_immer_dist_immer_mjs.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_serialize_dist_emotion-serialize_development_esm_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/VictoriaLogs/__mf/js/async/__federation_expose_VictoriaLogsDatasource.4655958b.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Paper_Paper_js-node_modules_mui_material_utils_createSimple-dd7695.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/VictoriaLogs/__mf/js/VictoriaLogs.bd40e675.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_cache_dist_emotion-cache_browser_development_esm_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_IconButton_IconButton_js-node_modules_mui_material_MenuItem-bee8bd.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_ButtonBase_ButtonBase_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_FormControlLabel_FormControlLabel_js-node_modules_mui_mater-4160e4.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Chip_Chip_js-node_modules_mui_material_Divider_Divider_js-n-14f190.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Button_Button_js-node_modules_mdi-material-ui_util_createIcon_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/VictoriaLogs/__mf/js/async/5706.a7fb5c1b.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/VictoriaLogs/__mf/js/async/2749.edab3f5e.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Stack_Stack_js-node_modules_mui_utils_esm_generateUtilityCl-61a4e3.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/VictoriaLogs/__mf/js/async/4225.43367877.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/VictoriaLogs/__mf/js/async/__federation_expose_VictoriaLogsTimeSeriesQuery.6fa4c2c1.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Checkbox_Checkbox_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Table_Table_js-node_modules_mui_material_TableBody_TableBod-66fdd9.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_InputAdornment_InputAdornment_js-node_modules_mui_material_-f08aa7.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/src_components_ColumnsEditor_tsx-src_components_StatusBadge_tsx-src_model_index_ts.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_SilenceTable.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_AlertManagerAlertsExplorer.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Dialog_Dialog_js-node_modules_mui_material_DialogActions_Di-b991ec.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/node_modules_mdi-material-ui_BellOff_js-src_components_SilenceForm_tsx.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/__federation_expose_AlertManagerSilencesExplorer.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_TextField_TextField_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_serialize_dist_emotion-serialize_development_esm_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Paper_Paper_js-node_modules_mui_material_utils_createSimple-dd7695.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/VictoriaLogs/__mf/js/async/__federation_expose_VictoriaLogsLogQuery.4d968af3.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_cache_dist_emotion-cache_browser_development_esm_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_IconButton_IconButton_js-node_modules_mui_material_MenuItem-bee8bd.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Button_Button_js-node_modules_mdi-material-ui_util_createIcon_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Stack_Stack_js-node_modules_mui_utils_esm_generateUtilityCl-61a4e3.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_serialize_dist_emotion-serialize_development_esm_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_ButtonBase_ButtonBase_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/VictoriaLogs/__mf/js/async/4248.ce5ffe03.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/VictoriaLogs/__mf/js/async/9944.34a79f7c.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/VictoriaLogs/__mf/js/async/1430.bac7994c.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/VictoriaLogs/__mf/js/async/__federation_expose_VictoriaLogsFieldValuesVariable.9c30c6d3.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/VictoriaLogs/__mf/js/async/1170.1ace5903.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_mui_material_Stack_Stack_js-node_modules_mui_utils_esm_generateUtilityCl-61a4e3.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_emotion_cache_dist_emotion-cache_browser_development_esm_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/__mf/js/async/vendors-node_modules_react_jsx-dev-runtime_js.js.map
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/VictoriaLogs/__mf/js/async/__federation_expose_VictoriaLogsFieldNamesVariable.ec06af92.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Loki/mf-manifest.json
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Loki/__mf/js/async/__federation_expose_LokiDatasource.5e30f7dd.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Loki/__mf/js/Loki.ca74c810.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Loki/__mf/js/async/1825.5005b3af.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Loki/__mf/js/async/8988.1c565f12.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Loki/__mf/js/async/1750.a7bd1384.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Loki/__mf/js/async/9389.29616aa6.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Loki/__mf/js/async/9754.5d7b21c2.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Loki/__mf/js/async/__federation_expose_LokiTimeSeriesQuery.aa1ffedf.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Loki/__mf/js/async/6100.e2898f9c.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Loki/__mf/js/async/__federation_expose_LokiLogQuery.c30e299e.js
time="2026-05-08T22:44:16+02:00" level=info method=GET status=304 uri=/plugins/Loki/__mf/js/async/4466.21ddc88c.js
time="2026-05-08T22:49:41+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/AlertManager.751a33333a275fb7.hot-update.json
time="2026-05-08T22:49:41+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/src_components_ColumnsEditor_tsx-src_components_StatusBadge_tsx-src_model_index_ts.751a33333a275fb7.hot-update.js
time="2026-05-08T22:49:41+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/AlertManager.751a33333a275fb7.hot-update.js
time="2026-05-08T22:49:41+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/AlertManager.751a33333a275fb7.hot-update.js.map
time="2026-05-08T22:49:41+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/src_components_ColumnsEditor_tsx-src_components_StatusBadge_tsx-src_model_index_ts.751a33333a275fb7.hot-update.js.map
time="2026-05-08T22:49:55+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/AlertManager.713b341ddeff9eff.hot-update.json
time="2026-05-08T22:49:55+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/src_components_ColumnsEditor_tsx-src_components_StatusBadge_tsx-src_model_index_ts.713b341ddeff9eff.hot-update.js
time="2026-05-08T22:49:55+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/AlertManager.713b341ddeff9eff.hot-update.js
time="2026-05-08T22:49:55+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/AlertManager.713b341ddeff9eff.hot-update.js.map
time="2026-05-08T22:49:55+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/src_components_ColumnsEditor_tsx-src_components_StatusBadge_tsx-src_model_index_ts.713b341ddeff9eff.hot-update.js.map
time="2026-05-08T22:50:18+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/AlertManager.1768b902de0d6aef.hot-update.json
time="2026-05-08T22:50:18+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/AlertManager.1768b902de0d6aef.hot-update.js
time="2026-05-08T22:50:18+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/src_components_ColumnsEditor_tsx-src_components_StatusBadge_tsx-src_model_index_ts.1768b902de0d6aef.hot-update.js
time="2026-05-08T22:50:18+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/AlertManager.1768b902de0d6aef.hot-update.js.map
time="2026-05-08T22:50:18+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/src_components_ColumnsEditor_tsx-src_components_StatusBadge_tsx-src_model_index_ts.1768b902de0d6aef.hot-update.js.map
time="2026-05-08T22:50:45+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/AlertManager.fa5ecbea22d5c97f.hot-update.json
time="2026-05-08T22:50:45+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/src_components_ColumnsEditor_tsx-src_components_StatusBadge_tsx-src_model_index_ts.fa5ecbea22d5c97f.hot-update.js
time="2026-05-08T22:50:45+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/AlertManager.fa5ecbea22d5c97f.hot-update.js
time="2026-05-08T22:50:45+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/AlertManager.fa5ecbea22d5c97f.hot-update.js.map
time="2026-05-08T22:50:45+02:00" level=info method=GET status=200 uri=/plugins/AlertManager/src_components_ColumnsEditor_tsx-src_components_StatusBadge_tsx-src_model_index_ts.fa5ecbea22d5c97f.hot-update.js.map
time="2026-05-08T22:51:15+02:00" level=info method=GET status=200 uri=/api/config
time="2026-05-08T22:51:15+02:00" level=info method=GET status=200 uri=/api/v1/user/whoami
time="2026-05-08T22:51:15+02:00" level=info method=GET status=200 uri=/api/v1/health
time="2026-05-08T22:51:15+02:00" level=info method=GET status=200 uri=/api/v1/users/admin/permissions
time="2026-05-08T22:51:15+02:00" level=info method=GET status=200 uri=/api/v1/user/whoami
time="2026-05-08T22:51:15+02:00" level=info method=GET status=200 uri=/api/v1/projects/perses
time="2026-05-08T22:51:15+02:00" level=info method=GET status=200 uri=/api/v1/projects/perses
time="2026-05-08T22:51:16+02:00" level=info method=GET status=200 uri=/api/v1/projects/perses/dashboards/alertmanager-test
time="2026-05-08T22:51:16+02:00" level=info method=GET status=200 uri=/api/v1/projects/perses
time="2026-05-08T22:51:16+02:00" level=info method=GET status=200 uri=/api/v1/globalvariables
time="2026-05-08T22:51:16+02:00" level=info method=GET status=200 uri=/api/v1/projects/perses/variables
time="2026-05-08T22:51:16+02:00" level=info method=GET status=200 uri=/api/v1/datasources
time="2026-05-08T22:51:16+02:00" level=info method=GET status=200 uri=/api/v1/globaldatasources
time="2026-05-08T22:51:16+02:00" level=info method=GET status=200 uri=/api/v1/plugins
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/TimeSeriesChart/mf-manifest.json
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/Prometheus/mf-manifest.json
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/Tempo/mf-manifest.json
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/AlertManager/mf-manifest.json
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/TimeSeriesChart/__mf/js/async/702.5d93a78a.js
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/TimeSeriesChart/__mf/js/async/390.ad50daba.js
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/TimeSeriesChart/__mf/js/async/78.362ece9d.js
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/TimeSeriesChart/__mf/js/async/544.4dd63985.js
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/TimeSeriesChart/__mf/js/async/489.8bb61ec9.js
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/TimeSeriesChart/__mf/js/async/__federation_expose_TimeSeriesChart.54276867.js
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/TimeSeriesChart/__mf/js/TimeSeriesChart.734ed3ec.js
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/Prometheus/__mf/js/async/529.2303b01b.js
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/Prometheus/__mf/js/async/1605.dc180cb8.js
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/Prometheus/__mf/js/async/__federation_expose_PrometheusDatasource.3c1c02b3.js
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/Prometheus/__mf/js/Prometheus.3e36625f.js
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/Tempo/__mf/js/async/__federation_expose_TempoDatasource.a723b8ee.js
time="2026-05-08T22:51:16+02:00" level=info method=GET status=304 uri=/plugins/Tempo/__mf/js/Tempo.6c9a48e0.js
